CODDIS,CODDEP,IndPresidente,IndSenaNacion,IndDipuNacion,IndGobernador,IndSenaProvin,IndDipuProvin,IndDipuMunici,IndTribCuenta
"13","999","0","0","1","0","1","1","0","0"
"14","001","0","0","1","0","0","0","0","0"
"14","002","0","0","1","0","0","0","0","0"
"14","003","0","0","1","0","0","0","0","0"
"14","004","0","0","1","0","0","0","0","0"
"14","005","0","0","1","0","0","0","0","0"
"14","006","0","0","1","0","0","0","0","0"
"14","007","0","0","1","0","0","0","0","0"
"14","008","0","0","1","0","0","0","0","0"
"14","009","0","0","1","0","0","0","0","0"
"14","010","0","0","1","0","0","0","0","0"
"14","011","0","0","1","0","0","0","0","0"
"14","012","0","0","1","0","0","0","0","0"
"14","013","0","0","1","0","0","0","0","0"
"14","014","0","0","1","0","0","0","0","0"
"14","015","0","0","1","0","0","0","0","0"
"14","016","0","0","1","0","0","0","0","0"
"14","017","0","0","1","0","0","0","0","0"
"14","999","0","0","1","0","0","0","0","0"
"15","001","0","1","1","0","0","0","0","0"
"15","002","0","1","1","0","0","0","0","0"
"15","003","0","1","1","0","0","0","0","0"
"15","004","0","1","1","0","0","0","0","0"
"15","005","0","1","1","0","0","0","0","0"
"15","006","0","1","1","0","0","0","0","0"
"15","007","0","1","1","0","0","0","0","0"
"15","008","0","1","1","0","0","0","0","0"
"15","009","0","1","1","0","0","0","0","0"
"15","010","0","1","1","0","0","0","0","0"
"15","011","0","1","1","0","0","0","0","0"
"15","012","0","1","1","0","0","0","0","0"
"15","013","0","1","1","0","0","0","0","0"
"15","014","0","1","1","0","0","0","0","0"
"15","015","0","1","1","0","0","0","0","0"
"15","016","0","1","1","0","0","0","0","0"
"15","999","0","1","1","0","0","0","0","0"
"16","001","0","1","1","0","0","0","0","0"
"16","002","0","1","1","0","0","0","0","0"
"16","003","0","1","1","0","0","0","0","0"
"16","004","0","1","1","0","0","0","0","0"
"16","005","0","1","1","0","0","0","0","0"
"16","006","0","1","1","0","0","0","0","0"
"16","007","0","1","1","0","0","0","0","0"
"16","008","0","1","1","0","0","0","0","0"
"16","009","0","1","1","0","0","0","0","0"
"16","010","0","1","1","0","0","0","0","0"
"16","011","0","1","1","0","0","0","0","0"
"16","012","0","1","1","0","0","0","0","0"
"16","013","0","1","1","0","0","0","0","0"
"16","999","0","1","1","0","0","0","0","0"
"17","001","0","1","1","0","0","0","0","0"
"17","002","0","1","1","0","0","0","0","0"
"17","003","0","1","1","0","0","0","0","0"
"17","004","0","1","1","0","0","0","0","0"
"17","005","0","1","1","0","0","0","0","0"
"17","006","0","1","1","0","0","0","0","0"
"17","007","0","1","1","0","0","0","0","0"
"17","008","0","1","1","0","0","0","0","0"
"17","009","0","1","1","0","0","0","0","0"
"17","010","0","1","1","0","0","0","0","0"
"17","011","0","1","1","0","0","0","0","0"
"17","012","0","1","1","0","0","0","0","0"
"17","013","0","1","1","0","0","0","0","0"
"17","014","0","1","1","0","0","0","0","0"
"17","015","0","1","1","0","0","0","0","0"
"17","016","0","1","1","0","0","0","0","0"
"17","017","0","1","1","0","0","0","0","0"
"17","018","0","1","1","0","0","0","0","0"
"17","019","0","1","1","0","0","0","0","0"
"17","020","0","1","1","0","0","0","0","0"
"17","021","0","1","1","0","0","0","0","0"
"17","022","0","1","1","0","0","0","0","0"
"17","023","0","1","1","0","0","0","0","0"
"17","999","0","1","1","0","0","0","0","0"
"18","001","0","0","1","0","0","0","0","0"
"18","002","0","0","1","0","0","0","0","0"
"18","003","0","0","1","0","0","0","0","0"
"18","004","0","0","1","0","0","0","0","0"
"18","005","0","0","1","0","0","0","0","0"
"18","006","0","0","1","0","0","0","0","0"
"18","007","0","0","1","0","0","0","0","0"
"18","008","0","0","1","0","0","0","0","0"
"18","009","0","0","1","0","0","0","0","0"
"18","010","0","0","1","0","0","0","0","0"
"18","011","0","0","1","0","0","0","0","0"
"18","012","0","0","1","0","0","0","0","0"
"18","013","0","0","1","0","0","0","0","0"
"18","014","0","0","1","0","0","0","0","0"
"18","015","0","0","1","0","0","0","0","0"
"18","016","0","0","1","0","0","0","0","0"
"18","017","0","0","1","0","0","0","0","0"
"18","018","0","0","1","0","0","0","0","0"
"18","019","0","0","1","0","0","0","0","0"
"18","999","0","0","1","0","0","0","0","0"
"19","001","0","0","1","0","0","1","0","0"
"19","002","0","0","1","0","0","1","0","0"
"19","003","0","0","1","0","1","0","0","0"
"19","004","0","0","1","0","0","0","0","0"
"19","005","0","0","1","0","1","0","0","0"
"19","006","0","0","1","0","0","1","0","0"
"19","007","0","0","1","0","1","0","0","0"
"19","008","0","0","1","0","1","1","0","0"
"19","009","0","0","1","0","0","1","0","0"
"19","999","0","0","1","0","1","1","0","0"
"20","001","0","0","1","0","0","0","0","0"
"20","002","0","0","1","0","0","0","0","0"
"20","003","0","0","1","0","0","0","0","0"
"20","004","0","0","1","0","0","0","0","0"
"20","005","0","0","1","0","0","0","0","0"
"20","006","0","0","1","0","0","0","0","0"
"20","007","0","0","1","0","0","0","0","0"
"20","999","0","0","1","0","0","0","0","0"
"21","001","0","0","1","0","0","0","0","0"
"21","002","0","0","1","0","0","0","0","0"
"21","003","0","0","1","0","0","0","0","0"
"21","004","0","0","1","0","0","0","0","0"
"21","005","0","0","1","0","0","0","0","0"
"21","006","0","0","1","0","0","0","0","0"
"21","007","0","0","1","0","0","0","0","0"
"21","008","0","0","1","0","0","0","0","0"
"21","009","0","0","1","0","0","0","0","0"
"21","010","0","0","1","0","0","0","0","0"
"21","011","0","0","1","0","0","0","0","0"
"21","012","0","0","1","0","0","0","0","0"
"21","013","0","0","1","0","0","0","0","0"
"21","014","0","0","1","0","0","0","0","0"
